Wavelength,Responsivity
617.7556586115,0.000000000
618.2085541488,0.000000000
618.6614228802,0.000000000
619.1142648035,0.000000000
619.5670799165,0.000000000
620.0198682170,0.000000000
620.4726297028,0.000000000
620.9253643717,0.000000000
621.3780722216,0.000000000
621.8307532503,0.000000000
622.2834074555,0.000000000
622.7360348352,0.000000000
623.1886353871,0.000000000
623.6412091090,0.000000000
624.0937559987,0.000000000
624.5462760541,0.000000000
624.9987692730,0.000000000
625.4512356532,0.000000000
625.9036751925,0.000000000
626.3560878887,0.000000000
626.8084737396,0.000000000
627.2608327431,0.000000000
627.7131648970,0.000000000
628.1654701990,0.000000000
628.6177486470,0.000000000
629.0700002389,0.000000000
629.5222249723,0.000000000
629.9744228452,0.000000000
630.4265938554,0.000000000
630.8787380006,0.000000000
631.3308552788,0.000000000
631.7829456876,0.000000000
632.2350092249,0.000000000
632.6870458886,0.000000000
633.1390556764,0.000000000
633.5910385861,0.000000000
634.0429946157,0.000000000
634.4949237628,0.000000000
634.9468260254,0.000000000
635.3987014011,0.000000000
635.8505498879,0.000000000
636.3023714835,0.000000000
636.7541661859,0.000000000
637.2059339926,0.000000000
637.6576749017,0.000000000
638.1093889109,0.000000000
638.5610760180,0.000000000
639.0127362209,0.000000000
639.4643695173,0.000000000
639.9159759051,0.000000000
640.3675553820,0.000000000
640.8191079460,0.000000000
641.2706335948,0.000000000
641.7221323262,0.000000000
642.1736041381,0.000000000
642.6250490282,0.000000000
643.0764669944,0.000000000
643.5278580344,0.000000000
643.9792221462,0.000000000
644.4305593275,0.000000000
644.8818695762,0.000000000
645.3331528899,0.000000000
645.7844092667,0.000000000
646.2356387042,0.000000000
646.6868412003,0.000000000
647.1380167529,0.000000000
647.5891653596,0.000000000
648.0402870184,0.000000000
648.4913817271,0.000000000
648.9424494834,0.000000000
649.3934902852,0.000000000
649.8445041303,0.000000000
650.2954910165,0.000000000
650.7464509417,0.000000000
651.1973839036,0.000000000
651.6482899000,0.000000000
652.0991689288,0.000000000
652.5500209878,0.000000000
653.0008460749,0.000000000
653.4516441877,0.000000000
653.9024153242,0.000000000
654.3531594821,0.000000000
654.8038766593,0.000000000
655.2545668535,0.000000000
655.7052300627,0.000000000
656.1558662845,0.000000000
656.6064755169,0.000000000
657.0570577576,0.000000000
657.5076130045,0.000000000
657.9581412554,0.000000000
658.4086425080,0.000000000
658.8591167602,0.000000000
659.3095640099,0.000000000
659.7599842547,0.000000000
660.2103774927,0.000000000
660.6607437214,0.000000000
661.1110829389,0.000000000
661.5613951428,0.000000000
662.0116803311,0.000000000
662.4619385014,0.000000000
662.9121696517,0.000000000
663.3623737797,0.000000000
663.8125508833,0.000000000
664.2627009603,0.000000000
664.7128240085,0.000000000
665.1629200257,0.000000000
665.6129890097,0.000000000
666.0630309583,0.000000000
666.5130458694,0.000000000
666.9630337408,0.000000000
667.4129945702,0.000000000
667.8629283556,0.000000000
668.3128350946,0.000000000
668.7627147852,0.000000000
669.2125674252,0.000000000
669.6623930123,0.000000000
670.1121915443,0.000000000
670.5619630192,0.000000000
671.0117074346,0.000000000
671.4614247885,0.000000000
671.9111150786,0.000000000
672.3607783027,0.000000000
672.8104144588,0.000000000
673.2600235444,0.000000000
673.7096055576,0.000000000
674.1591604961,0.000000000
674.6086883577,0.000000000
675.0581891403,0.000000000
675.5076628416,0.000000000
675.9571094595,0.000000000
676.4065289917,0.000000000
676.8559214362,0.000000000
677.3052867906,0.000000000
677.7546250529,0.000000000
678.2039362209,0.000000000
678.6532202923,0.000000000
679.1024772649,0.000000000
679.5517071367,0.000000000
680.0009099053,0.000000000
680.4500855687,0.000000000
680.8992341246,0.000000000
681.3483555709,0.000000000
681.7974499053,0.000000000
682.2465171257,0.000000000
682.6955572299,0.000000000
683.1445702156,0.000000000
683.5935560809,0.000000000
684.0425148233,0.000000000
684.4914464408,0.000000000
